category,amt,gender,street,city,state,zip,city_pop,job,age,day_of_week,transaction_min,transaction_hour,transaction_date,transaction_month,transaction_distance,is_fraud
Grocery Pos,300.66,Male,45654 Hess Rest,Fort Washakie,Wyoming,82514,1645,Freight forwarder,43,Monday,23,0,30,12,37.76807957677084,1
Shopping Pos,832.47,Male,133 Alyssa Plains,Lolita,Texas,77971,911,Archaeologist,49,Sunday,34,15,22,9,96.48852811000815,1
Gas Transport,8.22,Female,62934 Maria Cliffs Suite 350,Bethel Springs,Tennessee,38315,3876,Senior tax professional/tax inspector,59,Monday,34,1,9,12,95.10244235717805,1
Grocery Pos,340.98,Male,920 Patrick Light,Mc Nabb,Illinois,61335,532,Audiological scientist,63,Thursday,42,2,31,10,97.34413421383827,1
Grocery Pos,279.74,Male,575 Chapman Union,Spring,Texas,77379,316665,"Education officer, museum",30,Friday,10,1,21,2,40.95101227090568,1
Misc Pos,9.0,Female,508 Erin Mount,Daly City,California,94015,107941,"Buyer, industrial",28,Friday,1,3,15,3,114.40329400356417,1
Shopping Net,994.15,Male,384 Newman Forks Apt. 370,Belmond,Iowa,50421,3032,Community pharmacist,55,Thursday,20,23,30,5,48.12359856964122,1
Misc Pos,49.76,Female,91644 Crystal Drives,Eagarville,Illinois,62023,91,Materials engineer,57,Monday,17,23,22,7,102.6732777166402,1
Misc Net,744.57,Male,6366 French Field,Margaretville,New York,12455,1988,Environmental health practitioner,42,Thursday,23,23,18,6,111.96571488148864,1
Shopping Net,974.94,Female,9331 Robert Passage Suite 327,Hudson,Kansas,67545,215,Probation officer,52,Monday,36,12,20,4,49.968780762014156,1
Gas Transport,19.96,Male,2632 Stevens Light Apt. 213,Payson,Illinois,62360,1656,Exhibition designer,50,Saturday,41,2,16,3,80.8722913960468,1
Grocery Pos,310.94,Male,93121 Zavala Extensions,Madisonville,Louisiana,70447,10150,Commercial horticulturist,76,Saturday,51,2,2,2,77.8493724133711,1
Shopping Net,884.08,Male,3433 Jones Branch,Fiddletown,California,95629,832,Immigration officer,32,Monday,58,22,23,9,56.49148465900096,1
Grocery Pos,308.55,Female,755 Solis Isle Suite 075,New Memphis,Illinois,62266,254,Magazine journalist,67,Wednesday,29,3,6,2,109.727049300142,1
Misc Net,844.55,Female,1299 Joshua Plains,Howes Cave,New York,12092,1304,Jewellery designer,49,Saturday,39,23,6,7,18.804634112623294,1
Misc Net,906.8,Male,03921 Cole Mission Suite 882,Hampton,Florida,32044,2060,Oncologist,36,Thursday,24,22,31,1,103.86982468090108,1
Kids Pets,16.49,Female,0107 Clements Point,American Fork,Utah,84003,42384,Futures trader,27,Friday,47,22,2,8,103.76468008267612,1
Misc Net,734.87,Male,1471 Alicia Flat Apt. 993,Springfield Gardens,New York,11413,38912,Production manager,58,Thursday,30,22,31,10,45.5415165566632,1
Shopping Pos,824.98,Female,57887 Gutierrez Harbor,Westfir,Oregon,97492,597,Forensic psychologist,58,Thursday,51,22,31,10,71.50284795558575,1
Travel,8.84,Female,880 Andrea Greens Suite 241,Crouse,North Carolina,28033,2749,Armed forces technical officer,22,Wednesday,3,22,30,1,74.84201032384281,1
Home,250.77,Male,622 Williams Trafficway,Ringwood,Illinois,60072,928,Outdoor activities/education manager,35,Wednesday,31,23,6,5,64.42153403885943,1
Shopping Net,983.87,Female,246 Stewart Green Suite 149,West Monroe,Louisiana,71291,54185,"Radiographer, diagnostic",27,Saturday,12,2,20,4,44.48217800268227,1
Grocery Pos,340.95,Male,32600 Cobb Curve,Sardis,Alabama,36775,800,Learning disability nurse,87,Saturday,4,1,13,4,109.48034206898389,1
Grocery Pos,311.12,Male,785 Kevin Walk Suite 237,Brainard,Nebraska,68626,614,Associate Professor,53,Tuesday,56,6,9,6,53.14158773268947,1
Gas Transport,7.04,Male,5812 Ramos Oval Suite 598,Ravenna,Nebraska,68869,2202,"Solicitor, Scotland",45,Saturday,46,1,12,1,86.47858320814744,1
Shopping Net,918.5,Female,588 Smith Lights Suite 786,Rosewood,Ohio,43070,133,Professor Emeritus,66,Friday,2,23,17,1,102.556789338483,1
Grocery Pos,298.19,Female,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,California,96103,1725,Chartered legal executive (England and Wales),52,Monday,59,0,29,4,66.93423942378168,1
Misc Net,701.96,Male,0611 Stafford Valley Suite 504,Naples,Florida,34112,276002,"Programme researcher, broadcasting/film/video",40,Saturday,39,2,22,6,50.90250050669518,1
Grocery Pos,297.74,Male,3283 James Station,Fayetteville,North Carolina,28314,238602,"Scientist, research (maths)",26,Tuesday,21,0,15,1,108.3970812901306,1
Shopping Pos,983.05,Female,55505 Christy Via,Hawley,Minnesota,56549,4508,Naval architect,71,Monday,20,23,20,4,87.43535153584303,1
Misc Net,709.0,Male,2161 Blankenship Freeway,West Hartford,Vermont,5084,140,"Development worker, community",31,Saturday,24,23,30,5,110.60050663594406,1
Kids Pets,18.81,Female,477 Wheeler Burg,Amanda,Ohio,43102,4512,Farm manager,27,Monday,1,22,6,5,49.75879120008027,1
Personal Care,22.97,Male,2674 Bentley Radial,Damascus,Virginia,24236,3085,Land/geomatics surveyor,30,Saturday,46,23,30,5,44.52456684891397,1
Misc Net,866.4,Female,019 Kimberly Light Apt. 039,Kings Bay,Georgia,31547,1293,Naval architect,57,Wednesday,4,22,25,3,125.32504916255442,1
Misc Net,691.31,Female,3270 Scott Islands,East Andover,Maine,4226,190,Animal nutritionist,49,Thursday,41,23,2,5,116.86411448278633,1
Shopping Net,1029.83,Male,7314 Johnson Square Apt. 296,Parkers Lake,Kentucky,42634,1565,"Designer, industrial/product",51,Saturday,9,23,13,4,73.24449991368189,1
Grocery Pos,335.95,Male,7812 Shane Shoals Apt. 607,North Haverhill,New Hampshire,3774,1966,Structural engineer,73,Friday,55,3,17,4,77.93524392279465,1
Shopping Net,970.76,Male,240 Tracy Forges,Easton,Kansas,66020,1442,Air broker,37,Thursday,39,23,11,4,52.80740685547533,1
Food Dining,119.52,Female,87665 Karen Mill Apt. 586,Fort Myers,Florida,33967,224256,Paramedic,34,Saturday,35,23,23,11,49.64961835187456,1
Misc Net,716.27,Female,715 Joy Prairie,Unionville,Missouri,63565,3805,"Investment banker, corporate",69,Monday,47,23,8,7,85.51315417926058,1
Grocery Pos,327.84,Female,9333 Valentine Point,Bellmore,New York,11710,34496,"Librarian, public",49,Thursday,46,1,12,9,93.02975239766815,1
Misc Pos,51.66,Male,46809 Toni Flat Suite 216,Lamy,New Mexico,87540,923,Public relations account executive,55,Saturday,50,22,16,2,84.50483179621237,1
Shopping Net,1039.01,Female,23220 Eaton Harbors,Kirby,Ohio,43330,118,Private music teacher,62,Monday,49,23,23,12,84.30311655796051,1
Grocery Pos,302.68,Male,6385 Donald Square Suite 429,Springfield,Virginia,22151,104396,Production engineer,70,Friday,21,0,3,4,52.86702637914521,1
Personal Care,24.37,Female,8425 Daniel Knolls Suite 288,Philadelphia,Pennsylvania,19154,1526206,Commercial horticulturist,47,Thursday,30,22,28,2,117.12253040672596,1
Shopping Pos,988.04,Male,38352 Parrish Road Apt. 652,North Augusta,South Carolina,29860,46944,Secondary school teacher,77,Wednesday,35,22,17,4,85.31507450168932,1
Grocery Pos,306.06,Male,82448 Tucker Cliff,Kittery Point,Maine,3905,1780,Broadcast engineer,37,Sunday,2,2,12,1,74.04674775041033,1
Grocery Pos,280.15,Female,55505 Christy Via,Hawley,Minnesota,56549,4508,Naval architect,71,Sunday,9,17,19,4,30.427166172686324,1
Personal Care,47.97,Male,9455 Kathleen Brook Apt. 651,Huslia,Alaska,99746,277,"Engineer, civil (consulting)",55,Monday,28,22,25,5,66.40382737118642,1
Grocery Pos,306.7,Male,8415 Vaughn Squares Apt. 788,Acworth,New Hampshire,3601,477,Naval architect,31,Monday,22,1,20,5,88.58295887985939,1
Grocery Pos,294.37,Female,73869 Connie Prairie,Vienna,Georgia,31092,7420,Phytotherapist,63,Wednesday,5,11,18,3,96.85905951566195,1
Shopping Net,1059.12,Female,337 Michael Harbors Suite 722,Michigan,North Dakota,58259,454,"Producer, television/film/video",47,Tuesday,23,0,19,3,43.36798553075797,1
Entertainment,637.33,Male,212 Mary Stream,Arcadia,Michigan,49613,680,"Designer, jewellery",53,Friday,55,20,8,11,83.36523201011599,1
Kids Pets,18.87,Female,5619 Mendoza Inlet,Juliette,Georgia,31046,3343,Theatre manager,29,Sunday,54,22,28,4,24.641004228464684,1
Home,217.24,Female,26544 Andrea Glen,Goodrich,Michigan,48438,6951,Learning disability nurse,35,Saturday,27,22,8,2,39.51231213033622,1
Kids Pets,22.91,Female,77321 Ford Via,Moriches,New York,11955,3285,"Research officer, trade union",31,Monday,51,23,14,1,39.365994236004234,1
Entertainment,424.38,Female,7618 Gonzales Mission,Centerview,Missouri,64019,2368,Electronics engineer,30,Thursday,45,22,31,1,32.50433731970711,1
Shopping Pos,764.06,Male,426 Mark Ports,Brooklin,Maine,4616,824,"Loss adjuster, chartered",45,Thursday,14,23,7,11,86.83187739993879,1
Shopping Net,1046.22,Male,01479 Murray Circle,Matawan,New Jersey,7747,30770,Drilling engineer,26,Sunday,27,22,16,6,87.38988285976208,1
Shopping Net,964.42,Female,644 Deborah Courts,Tulsa,Oklahoma,74108,413574,Quantity surveyor,89,Friday,34,23,20,3,55.53024019481122,1
Misc Net,716.95,Male,25713 Hamilton Grove Apt. 903,Beaverdam,Ohio,45808,349,Museum/gallery conservator,41,Monday,16,23,2,12,0.73876912165158,1
Grocery Pos,291.74,Male,70761 Fitzpatrick Brooks Suite 631,Saxon,Wisconsin,54559,795,Television/film/video producer,33,Thursday,52,2,7,2,118.88830120512907,1
Entertainment,394.72,Male,63502 Brown Road Apt. 318,West Long Branch,New Jersey,7764,8097,Mechanical engineer,56,Thursday,27,22,19,3,77.83659219761795,1
Misc Net,742.01,Male,43809 Kenneth Circles Suite 152,Union,West Virginia,24983,2443,Chartered public finance accountant,78,Thursday,59,22,5,12,54.02116107304117,1
Shopping Net,1006.04,Female,3638 Marsh Union,Altonah,Utah,84002,302,"Sales professional, IT",30,Saturday,1,2,20,6,118.10095131859462,1
Kids Pets,20.21,Female,7618 Gonzales Mission,Centerview,Missouri,64019,2368,Electronics engineer,30,Thursday,26,23,31,1,50.309698993719785,1
Entertainment,625.06,Female,2193 Osborne Run Apt. 789,Moro,Illinois,62067,2401,"Buyer, industrial",48,Wednesday,32,22,17,6,112.95355338279354,1
Shopping Net,816.12,Male,371 Anthony Trail Suite 354,Glade Spring,Virginia,24340,5657,Clinical psychologist,33,Sunday,47,23,7,6,108.50816142789152,1
Shopping Net,980.49,Female,50932 Neal Valley,Daniels,West Virginia,25832,3994,"Biochemist, clinical",84,Wednesday,23,22,1,4,75.9092614977011,1
Misc Net,660.07,Male,371 Anthony Trail Suite 354,Glade Spring,Virginia,24340,5657,Clinical psychologist,33,Sunday,7,1,7,6,125.3393941385792,1
Misc Net,664.64,Female,9297 Victor Rest Apt. 382,Albuquerque,New Mexico,87116,641349,Charity officer,52,Wednesday,39,23,13,2,103.4274002143251,1
Grocery Pos,306.23,Male,15315 Vaughn Park Suite 356,Hovland,Minnesota,55606,272,Freight forwarder,18,Tuesday,32,5,12,2,106.84089605426932,1
Gas Transport,9.89,Female,6963 Russell Causeway Suite 231,Galatia,Illinois,62935,1943,"Restaurant manager, fast food",48,Sunday,44,1,27,1,127.34802453631143,1
Food Dining,127.44,Female,144 Evans Islands Apt. 683,Burbank,Washington,99323,3684,Musician,39,Friday,10,22,24,4,21.906038361496712,1
Misc Net,691.48,Male,83555 Melinda Spurs,Kingsville,Maryland,21087,5451,Science writer,58,Monday,34,22,14,10,40.5247099769458,1
Kids Pets,16.53,Male,994 Livingston Extensions Suite 918,Norwalk,Ohio,44857,23805,Copy,49,Sunday,35,23,24,11,21.767401834496226,1
Misc Net,793.53,Male,95793 Andrea Ville Suite 533,Des Moines,Iowa,50314,222785,Interior and spatial designer,38,Sunday,49,1,7,4,111.57587253238056,1
Home,390.85,Male,901 Ariel Points,Jefferson,New York,12093,1666,Diagnostic radiographer,51,Tuesday,33,23,9,4,110.95764924732433,1
Misc Net,731.55,Male,1287 Michael Roads,Washoe Valley,Nevada,89704,4290,Animal nutritionist,30,Saturday,18,17,31,8,112.78940581909383,1
Home,260.23,Female,08580 Jeremy Falls,Bay City,Oregon,97107,1530,Colour technologist,34,Tuesday,21,23,17,3,107.43967697965405,1
Shopping Pos,791.6,Female,2677 Byrd Village Suite 035,San Jose,California,95148,973849,Geoscientist,22,Saturday,54,23,15,6,94.2806708683939,1
Personal Care,20.98,Female,594 Berry Lights Apt. 392,Wilmington,North Carolina,28405,186140,English as a second language teacher,36,Tuesday,8,23,12,2,95.33972742055902,1
Misc Net,905.5,Male,13956 Hughes Causeway Suite 124,Alder,Montana,59710,286,Chief of Staff,30,Monday,34,23,15,7,83.77479924400244,1
Food Dining,119.42,Male,92021 Miranda Meadows,Tamaroa,Illinois,62888,2135,"Development worker, community",58,Monday,58,22,29,4,4.640554851345235,1
Gas Transport,12.56,Female,1206 Juan Fort Suite 424,Lockhart,Texas,78644,17081,Air traffic controller,66,Tuesday,46,0,12,5,90.53573379194268,1
Grocery Pos,304.32,Female,31281 Thomas Inlet,Montrose,New York,10548,3487,Race relations officer,60,Friday,27,0,1,5,89.33328200180571,1
Shopping Pos,875.2,Male,025 White Fork Apt. 633,Rock Glen,Pennsylvania,18246,143,Health and safety adviser,37,Monday,33,23,12,8,68.18351617715552,1
Misc Pos,793.81,Female,471 Marquez Prairie Suite 680,Matthews,Missouri,63867,1019,Aeronautical engineer,40,Wednesday,35,0,11,9,98.41208176269417,1
Shopping Net,959.59,Male,69459 Rachel Prairie Apt. 850,Ironton,Ohio,45638,21635,Geochemist,18,Tuesday,48,22,8,1,96.83485832134751,1
Food Dining,119.03,Female,3531 Hamilton Highway,Roma,Texas,78584,18128,IT trainer,29,Saturday,43,0,24,8,74.54177264965612,1
Personal Care,19.64,Female,889 Sarah Station Suite 624,Holcomb,Kansas,67851,2691,Arboriculturist,26,Thursday,52,22,28,2,55.08816979729171,1
Gas Transport,10.08,Male,04611 Sandra Spring Suite 059,Rumely,Michigan,49826,137,Film/video editor,30,Sunday,2,0,26,1,5.871074432364897,1
Shopping Net,1079.99,Male,7507 Larry Passage Suite 859,Mount Perry,Ohio,43760,1831,Barrister's clerk,66,Saturday,45,22,24,8,95.74226573653169,1
Shopping Pos,1009.46,Male,766 Potter Well,West Chazy,New York,12992,4778,Engineering geologist,65,Wednesday,26,22,20,3,80.25240265147228,1
Home,234.58,Female,2193 Osborne Run Apt. 789,Moro,Illinois,62067,2401,"Buyer, industrial",48,Wednesday,19,23,17,6,132.51902607344672,1
Shopping Net,904.37,Male,5364 William Harbor,Seneca,Wisconsin,54654,153,Quantity surveyor,58,Monday,36,22,25,5,109.94770290701253,1
Shopping Pos,689.79,Male,4483 Sharp Ferry Apt. 468,Garfield,Kansas,67529,365,Equality and diversity officer,29,Monday,41,23,11,5,120.64013316353675,1
Misc Net,798.97,Female,071 Wise Trace,Coleharbor,North Dakota,58531,307,Make,89,Sunday,14,23,8,12,60.10896332169733,1
Gas Transport,10.69,Male,8840 Miller Port Suite 645,Indian Wells,California,92210,4677,Learning mentor,65,Monday,35,3,4,5,125.50475323769618,1
Shopping Pos,830.38,Female,582 Rodriguez Wells,Albuquerque,New Mexico,87109,641349,Civil Service administrator,43,Saturday,57,0,11,5,64.48179358546362,1
Misc Pos,6.65,Male,950 Dunn Squares,Tickfaw,Louisiana,70466,8512,"Accountant, chartered public finance",69,Monday,5,22,3,2,65.77904264235065,1
Home,271.41,Female,330 Montoya Ramp,Washington,District of Columbia,20036,601723,Prison officer,33,Thursday,27,23,31,1,96.09068039930844,1
Grocery Pos,306.45,Female,1683 Davidson Freeway,Mendon,Utah,84325,2078,"Scientist, audiological",57,Sunday,27,1,1,3,82.46150948392948,1
Grocery Pos,265.68,Male,6458 Roberson Alley,Williamsburg,Missouri,63388,710,Glass blower/designer,49,Saturday,54,1,31,8,47.51459255899883,1
Shopping Net,1162.35,Male,368 Rollins Fort Apt. 076,Aurora,Colorado,80019,389246,Industrial/product designer,81,Monday,10,17,25,3,92.80953721477366,1
Shopping Pos,829.62,Female,350 Stacy Glens,Spencer,South Dakota,57374,343,"Development worker, international aid",48,Wednesday,44,10,11,3,92.36391012798671,1
Entertainment,524.86,Male,5783 Evan Roads Apt. 465,Falmouth,Michigan,49632,1126,Furniture designer,64,Wednesday,37,23,28,8,70.28130761325265,1
Grocery Net,7.65,Male,95793 Andrea Ville Suite 533,Des Moines,Iowa,50314,222785,Interior and spatial designer,38,Monday,38,3,8,4,98.91563317846219,1
Grocery Pos,283.34,Male,766 Potter Well,West Chazy,New York,12992,4778,Engineering geologist,65,Wednesday,49,1,20,3,66.68014327999046,1
Misc Net,729.29,Male,83359 Lopez Point,Clune,Pennsylvania,15727,168,Race relations officer,41,Monday,59,23,30,12,78.64809843150589,1
Grocery Pos,292.64,Male,1632 Cohen Drive Suite 639,High Rolls Mountain Park,New Mexico,88325,899,Naval architect,53,Sunday,53,10,23,2,99.6657046760942,1
Shopping Net,1122.4,Male,8611 Tricia Fork,East China,Michigan,48054,7339,"Copywriter, advertising",58,Tuesday,49,23,5,5,69.13317277443117,1
Shopping Net,1262.19,Male,854 Walker Dale Suite 488,Bowdoin,Maine,4287,3224,"Engineer, electronics",22,Monday,9,23,20,5,42.777049063820115,1
Grocery Pos,334.99,Male,56812 Francis Courts,Corriganville,Maryland,21524,626,Energy engineer,59,Friday,54,5,1,11,41.40121619789002,1
Misc Pos,8.09,Male,950 Dunn Squares,Tickfaw,Louisiana,70466,8512,"Accountant, chartered public finance",69,Monday,32,15,3,2,59.74200577022688,1
Shopping Net,1091.87,Male,920 Patrick Light,Mc Nabb,Illinois,61335,532,Audiological scientist,63,Friday,55,14,1,11,105.142393949995,1
Shopping Pos,776.37,Male,16285 Jessica Lights,Birmingham,Alabama,35229,493806,Musician,39,Friday,24,23,26,4,70.84587465111036,1
Grocery Pos,326.2,Male,7507 Larry Passage Suite 859,Mount Perry,Ohio,43760,1831,Barrister's clerk,66,Saturday,46,2,24,8,109.4846557258829,1
Gas Transport,9.94,Male,362 Brown Wall,Kaktovik,Alaska,99747,239,Careers information officer,23,Saturday,9,1,23,3,58.650702553028594,1
Shopping Pos,973.1,Female,4511 Choi Lock,Delhi,Louisiana,71232,6581,Multimedia programmer,56,Saturday,22,22,8,2,102.96894174089105,1
Grocery Pos,297.16,Male,0611 Stafford Valley Suite 504,Naples,Florida,34112,276002,"Programme researcher, broadcasting/film/video",40,Sunday,23,0,23,6,94.32049042226855,1
Grocery Pos,316.11,Male,615 Clarke Spring Apt. 172,Warren,Michigan,48088,134056,"Doctor, hospital",39,Tuesday,57,0,19,2,42.54553212818405,1
Misc Net,768.0,Female,48437 English Ways Suite 579,La Grande,Oregon,97850,16955,"Engineer, site",58,Thursday,17,23,7,2,38.40559252018914,1
Misc Net,818.88,Female,098 Stewart Hill,Slayden,Tennessee,37165,70,Prison officer,64,Friday,16,22,29,5,87.8778057242701,1
Travel,9.71,Male,1287 Michael Roads,Washoe Valley,Nevada,89704,4290,Animal nutritionist,30,Sunday,23,22,1,9,65.07983881014583,1
Grocery Pos,289.48,Male,200 Christie Mills Apt. 307,Andrews,North Carolina,28901,5354,Retail buyer,54,Monday,3,0,22,7,72.03486545793834,1
Misc Net,805.96,Male,362 Brown Wall,Kaktovik,Alaska,99747,239,Careers information officer,23,Friday,4,23,22,3,11.774517381871968,1
Personal Care,21.61,Female,273 Phillip Throughway,Bigelow,Minnesota,56117,399,Economist,42,Friday,17,22,1,2,60.09161001532941,1
Shopping Net,1153.76,Female,91745 Davis Crossing,Noblesville,Indiana,46060,64438,"Pharmacist, hospital",52,Thursday,11,22,12,3,68.18755182705559,1
Grocery Pos,348.74,Female,865 Thomas Village,Orangeburg,New York,10962,5950,Records manager,48,Sunday,20,2,20,1,106.17391445562082,1
Shopping Pos,1011.75,Female,659 Nicole Cove Suite 560,New Waverly,Texas,77358,4993,"Scientist, biomedical",71,Sunday,57,22,29,9,92.57977768618147,1
Misc Net,842.63,Female,26544 Andrea Glen,Goodrich,Michigan,48438,6951,Learning disability nurse,35,Saturday,4,1,8,2,65.951952503158,1
Health Fitness,19.82,Female,543 Ware Path Apt. 593,Utica,Missouri,64686,271,Land/geomatics surveyor,47,Monday,47,23,25,3,69.90007251494742,1
Shopping Net,932.95,Male,8617 Holmes Terrace Suite 651,Tuscarora,Maryland,21790,100,"Production assistant, television",41,Friday,33,12,10,1,77.3733335348283,1
Misc Pos,979.43,Female,4529 Cannon Alley,Center Point,West Virginia,26339,255,Chief Executive Officer,48,Friday,3,0,6,12,84.72789955988736,1
Shopping Net,997.62,Male,27386 Snyder Station,Oxford,Michigan,48371,24840,Agricultural consultant,59,Sunday,15,21,20,1,61.11110773014959,1
